date,cluster_id,situation_id,published_at,significance_score,sources,category,countries,names,url
2026-08-31,52191447-572b-4e5c-bf40-0fa1340e6c0b,b1a828ff-0300-44a1-8c40-7df5123943c6,2026-08-31T03:00:09.000Z,4,2,technology,JP,Osaka,https://clstr.news/cluster/osaka-metro-to-test-humanoid-station-staff-equipped-with-gemini-ai
2026-08-31,531bd799-8d74-48c4-8e55-22a6a508b888,eb83de93-6b4f-473e-bb5b-14b2b48d812c,2026-08-30T22:29:26.000Z,5,3,politics,US,Leavitt,https://clstr.news/cluster/white-house-staff-turnover-increases-as-senior-officials-depart
2026-08-31,53d44e65-0401-4d69-a504-be6efed1da32,c3086799-2135-40ed-85fe-894f6233ba63,2026-08-30T20:45:00.000Z,3,4,sports,MX,Irene,https://clstr.news/cluster/amrica-femenil-wins-fifth-straight-match-in-liga-mx-femenil
2026-08-31,59bb9610-e289-43e9-81c7-675305508386,e02de503-470c-4b29-b294-b8afb6b389bf,2026-08-31T04:07:47.000Z,2,5,business,JP,Osaka,https://clstr.news/cluster/zephyr-co-ltd-to-exhibit-at-pet-haku-2026-osaka
2026-08-31,5a10f9ea-ec2d-4d60-a768-7f2e084d580d,33ef68a2-aed6-419c-bad4-0cf8efa803b1,2026-08-31T01:31:04.000Z,4,17,business,VN,Gold,https://clstr.news/cluster/vietnam-gold-prices-remain-stable-on-august-31
2026-08-31,5b032572-0366-43a7-b63c-1b5c7704701a,e384868a-791c-4ed8-903f-9328133a1e0f,2026-08-30T20:37:00.000Z,3,18,sports,BR,Gold,https://clstr.news/cluster/brazil-wins-eight-medals-at-world-canoeing-championships
2026-08-31,5c44b42d-8784-41fb-aec4-82084444e7ce,3e64e307-b5fe-4924-9f81-6f09a4f46b74,2026-08-31T05:45:00.000Z,5,3,politics,TR,Wage,https://clstr.news/cluster/turkey-to-launch-family-income-supplementation-system-in-2027
2026-08-31,60911022-6082-46a1-a6ab-007e3fa4aca0,2f2a3146-12fa-4a7e-8881-f22d39b757fe,2026-08-31T00:32:22.000Z,3,3,sports,VE,Drew,https://clstr.news/cluster/deportivo-tchira-and-caracas-fc-draw-0-0-in-liga-futve
2026-08-31,61e3026b-9731-44e0-a8c8-d82e050b60c0,49a81dbb-ee08-4fd0-9d7b-8640026bba22,2026-08-30T23:30:03.000Z,2,2,culture,JP,Sakiko,https://clstr.news/cluster/t-shirt-ga-kawaku-made-attracts-attention-over-costume-changes
2026-08-31,65658e6a-13ec-421b-8a2d-4100dd37b770,f9c9ce62-7136-4857-93c2-092c8a59b845,2026-08-31T03:05:29.000Z,4,2,technology,BR;CN,Fast,https://clstr.news/cluster/byd-introduces-ultra-fast-flash-charging-technology-to-brazil
2026-08-31,664ac354-8137-4f67-8f60-f91819071d66,a0eb56cd-a0ae-433f-9ed7-9308d586a956,2026-08-31T04:00:00.000Z,4,2,politics,US,Ocasio-Cortez,https://clstr.news/cluster/alexandria-ocasio-cortez-highlights-reproductive-rights-through-social-freezing
2026-08-31,678eb019-e981-42cd-90d7-468d48f371de,09e59726-a58e-401d-8118-344eaa9ee9b4,2026-08-31T06:54:53.000Z,2,2,sports,RS;HR,Croatia,https://clstr.news/cluster/regional-football-results-from-mfl-sombor-and-prva-nl
2026-08-31,69dcedd3-e285-4cca-8a28-2892d5689b3f,81db0173-5e87-490c-a575-215519da195a,2026-08-31T00:02:57.000Z,5,3,business,ZA,Gold,https://clstr.news/cluster/sassa-gold-card-deadline-passes-risking-grant-access
2026-08-31,6b3115cb-16af-45c2-9a30-a2e73c853b80,10bd857a-0489-46a5-87e3-4a496f8ebe6d,2026-08-30T23:05:48.000Z,3,3,sports,US,Houston,https://clstr.news/cluster/seattle-reign-fc-defeat-houston-dash-1-0
2026-08-31,6b914fec-1171-4d00-bbf6-949ed0cacb20,983eced3-6bf8-42b0-9601-bb31f98776fe,2026-08-30T21:03:32.000Z,3,3,sports,DO;CL,Baker,https://clstr.news/cluster/dominican-republic-basketball-team-adds-ferreiras-and-baker-mazara
2026-08-31,6c157ca8-4c4b-4275-99fd-ce72111f8c2e,33d791e5-ff9f-49ac-b218-082490606278,2026-08-30T23:59:14.000Z,3,2,business,AU,Gold,https://clstr.news/cluster/maritana-minerals-declares-maiden-rose-hill-gold-ore-reserve
2026-08-31,6c251bf0-6f2e-42cb-8793-50bedf0c4777,1aa32903-cb77-4e46-a5e3-8c444a88b1db,2026-08-31T05:22:10.000Z,3,2,business,IN,Garuda,https://clstr.news/cluster/tata-and-toyota-announce-major-vehicle-update-plans-in-india
2026-08-31,6cd241be-0be5-4447-b835-64cb9468abe4,ce0761d3-927b-4e03-a1f3-34416940741a,2026-08-31T04:09:46.000Z,3,6,sports,US;PL;BA,Damir,https://clstr.news/cluster/hubert-hurkacz-to-face-damir-dzumhur-in-us-open-first-round
2026-08-31,6d84fe21-7827-4765-bfc7-5ee5d64ac5af,3aa0edaa-0328-4f16-bf3e-18c309a6ea55,2026-08-31T07:49:53.000Z,2,2,culture,BA;HR,Croatia,https://clstr.news/cluster/regional-cultural-festivals-celebrate-heritage-in-bosnia-and-herzegovina-and-croatia
2026-08-31,6d8c36e6-b316-4230-be8c-05847266f7e3,59b81347-5953-4ffe-a3c0-76b492c50611,2026-08-31T01:45:47.000Z,1,2,culture,ES,Mallorca,https://clstr.news/cluster/mallorca-travel-experiences-during-total-solar-eclipse
2026-08-31,6f6e8474-d627-47ab-9d6d-79e57600a5b1,d04751a0-538c-4877-a0a9-604eeffa9d1b,2026-08-31T03:00:33.000Z,4,3,health,IT,Fast,https://clstr.news/cluster/italy-implements-new-welfare-and-mental-health-strategies-for-youth
2026-08-31,6fa7cd30-cc80-4a4e-a18d-7b94b79ac7cd,a665d820-3d69-4170-b514-7ab164e234c0,2026-08-31T05:29:50.000Z,4,2,business,RO,Wage,https://clstr.news/cluster/labor-protests-intensify-at-romanian-manufacturing-plants
2026-08-31,71818eb1-b5e1-4130-8c81-668050701b1e,977e88e9-4a0d-471b-9912-c1c51b6c6262,2026-08-30T22:42:17.000Z,2,4,culture,HR,Croatia,https://clstr.news/cluster/mihaela-teki-crowned-miss-brodsko-posavska-county
2026-08-31,7378b00d-afae-46a0-b00e-50b94b477cc2,3518eaeb-d976-4f3f-b898-5a65b8c42587,2026-08-31T02:45:40.000Z,3,2,culture,PL,Drew,https://clstr.news/cluster/copernicus-air-show-debuts-in-toru-with-aerial-displays
2026-08-31,75ef957c-2627-4811-ad70-6953d6ab1010,67949ded-e5dd-4591-9c47-8a8b79420b12,2026-08-30T19:30:46.000Z,2,2,sports,AU,Harvey,https://clstr.news/cluster/illawarra-hawks-sign-kelan-martin-for-nbl27-season
2026-08-31,769f18eb-6791-4ef4-8b8c-4aabbed99e17,32b46b06-94f9-4963-ac33-e36ed4c4301a,2026-08-31T02:39:18.000Z,4,3,politics,JP,Osaka,https://clstr.news/cluster/hokkaido-and-osaka-sign-agreement-to-pursue-sub-capital-status
2026-08-31,76a75065-56d2-4f37-b509-43195b542667,98d93673-cc5e-4043-bc16-4f041c129811,2026-08-30T22:33:55.000Z,2,2,sports,US,Houston,https://clstr.news/cluster/houston-astros-defeat-new-york-mets-6-3-in-series-finale
2026-08-31,7925f075-ffaf-4db2-925f-c7f547e6ed9f,7ed6aa1c-f521-4645-8644-fd50ab86e24d,2026-08-31T04:18:50.000Z,5,5,politics,HU,Wage,https://clstr.news/cluster/democratic-union-of-teachers-threatens-strikes-over-wages
2026-08-31,7a451c75-65d5-481d-a483-86d9aff16a9a,a816727f-bdb5-449a-94db-876747b02b84,2026-08-30T23:32:25.000Z,3,2,business,NI,Drew,https://clstr.news/cluster/nicaraguas-viii-national-housing-fair-attracts-15000-visitors
2026-08-31,7cff83c7-ccf4-4e77-a90f-92e33873af07,5352c5ba-1c75-4477-92e1-008d9597a412,2026-08-31T03:45:57.000Z,4,4,sports,HR;ME;AU;GR;ZA,Croatia,https://clstr.news/cluster/dubrovnik-hosts-inaugural-world-aquatics-water-polo-4x4-championships
2026-08-31,7ef4870e-3760-426d-b864-149a29fdf24e,12072e8d-a85f-4758-89ae-4c85e36e528c,2026-08-31T07:29:53.000Z,2,2,sports,NA;ZA;ZW,Namibia,https://clstr.news/cluster/namibia-eagles-defeat-south-africa-in-t20-tri-series-opener
2026-08-31,84006e47-d6c3-42cb-9f4f-51fbec7ed515,cebf1b9c-a99c-4254-993f-cd8e01947a24,2026-08-30T17:12:34.000Z,4,10,sports,RS;HR;GR;FR,Croatia,https://clstr.news/cluster/serbia-advances-to-volleyball-quarterfinals-after-defeating-croatia
2026-08-31,875181c7-43a4-4464-989f-d7614c6e48cd,ae26b20f-dd35-4edc-a389-8dbd92ed4ca4,2026-08-31T07:13:15.000Z,4,2,business,SY,Wage,https://clstr.news/cluster/syria-reports-record-revenue-and-spending-growth-in-h1-2026
2026-08-31,89940b48-7b37-41ac-b6b9-4ba56bdda60f,987ddd4d-6a09-49a1-ae9c-c365c8ade8e5,2026-08-31T02:30:21.000Z,2,2,business,JP,Osaka,https://clstr.news/cluster/osaka-retail-sector-sees-wave-of-beauty-and-fashion-openings
2026-08-31,8a15b1d1-b996-41f0-bde6-e04c31ea4aaa,26575509-edf2-4f29-869d-e149446c80cd,2026-08-31T03:07:44.000Z,3,2,sports,PL;FR,Gold,https://clstr.news/cluster/aleksandra-mirosaw-retires-with-european-bronze-medal
2026-08-31,8b529b65-2dc5-47db-9399-08f6e1e011f1,976f6d73-7366-40cc-b293-c5e860a7dc37,2026-08-30T19:12:42.000Z,3,7,sports,ES,Valencia,https://clstr.news/cluster/valencia-cf-falls-to-relegation-zone-after-loss-to-deportivo
2026-08-31,8c0e358f-fe1f-4408-a838-90eaf44f0b76,a6433bf2-9606-4fe9-9563-a41ac2a2efaa,2026-08-30T20:24:58.000Z,3,2,technology,CN,Fast,https://clstr.news/cluster/chinese-smartphone-brands-lead-in-fast-charging-technology
2026-08-31,9077ed40-1c3b-49a1-8137-28555eb7502d,de6d2c81-364e-48ca-8ad2-796194ff351c,2026-08-31T03:12:37.000Z,2,2,health,DE,Link,https://clstr.news/cluster/mental-health-and-its-connection-to-physical-symptoms
2026-08-31,91d15711-04ea-4d85-83ee-9f6505b85285,f80d2a43-75f5-4978-8576-0c0fb284171c,2026-08-31T04:00:16.000Z,2,3,technology,US,Pluto,https://clstr.news/cluster/pluto-demotion-debate-intensifies-twenty-years-after-iau-decision
2026-08-31,9366b8cb-2c79-4ec0-97cf-90c31134ca17,b393ba55-0653-4af4-a824-b4b0cbfb6242,2026-08-30T14:23:22.000Z,5,8,technology,FR;DE;GF,Ariane,https://clstr.news/cluster/ariane-6-launches-new-european-meteorological-satellite
2026-08-31,93eb1ae4-e252-4cd9-9ee7-bc4b33aee86c,f91bb649-e0ca-41af-8b29-a569de74e5f1,2026-08-31T02:30:43.000Z,3,2,politics,MX,Villarreal,https://clstr.news/cluster/tamaulipas-governor-highlights-federal-coordination-and-infrastructure-investment
2026-08-31,9467edaa-8581-4146-8678-b49165e9b6f4,ac2a5fea-d753-4c30-8085-a506c7355e21,2026-08-31T04:32:39.000Z,6,7,crime,AU,Heard,https://clstr.news/cluster/alan-jones-trial-accusations-of-sexual-misconduct-and-witness-threats
2026-08-31,948a4f6b-557b-45be-ac1a-aa9514c01e68,4fd01502-7df2-45fb-ac3e-c1d8d1fb7b30,2026-08-30T19:56:32.000Z,5,4,health,NL;BE;DE,Link,https://clstr.news/cluster/dutch-sperm-donor-claims-link-to-199-births-across-europe
2026-08-31,967ffe5c-c291-4075-b9f6-406bc5c77c2c,9080a2b6-788c-431b-9665-d262dd8baac2,2026-08-31T04:07:00.000Z,3,7,international,PS;IL,Celsius,https://clstr.news/cluster/palestine-weather-temperatures-expected-to-rise
2026-08-31,9a92f327-183f-4e8a-8663-872113395874,c349c5e9-4e7e-4c58-850a-50ffc27098e7,2026-08-30T17:43:29.000Z,7,3,politics,US;RU,Blumenthal,https://clstr.news/cluster/senator-blumenthal-urges-house-to-pass-russia-sanctions-bill
2026-08-31,9dd1a5ca-f35f-4c5d-8428-3bb86c3f0567,f52044e2-3141-4686-a84d-00ae2007f731,2026-08-30T19:46:10.000Z,2,2,culture,ES;DE;HR;IT;CH,Croatia,https://clstr.news/cluster/european-camping-rankings-highlight-top-sites-in-germany-croatia-and-italy
2026-08-31,a1aaeb7e-759a-4a93-862f-863372d53d37,9590e304-7730-4c64-a633-bfc931cf7d56,2026-08-30T22:38:18.000Z,2,2,culture,JP,Yamada,https://clstr.news/cluster/ryosuke-yamada-stars-in-mystery-drama-ichigen-no-sashiki
2026-08-31,a228e60e-5b34-4e62-a1b7-29e5aad17c48,c00a639d-f2ce-4e60-9026-f77c8a1e5881,2026-08-31T04:57:20.000Z,3,2,business,JP,Osaka,https://clstr.news/cluster/jr-west-expands-limited-express-seat-subscription-to-four-routes
2026-08-31,a344d49b-d265-4a67-8d34-f011a754f161,aa31a33e-97b3-44b0-9889-5be41f342064,2026-08-30T22:01:07.000Z,3,3,politics,MX,Villarreal,https://clstr.news/cluster/nuevo-laredo-launches-municipal-housing-program-for-families
2026-08-31,afdab2d1-2127-4b61-adcc-98efbd66b436,b476fd25-4457-46a6-957b-9a05922faa6c,2026-08-31T06:30:00.000Z,2,4,sports,ES,Mallorca,https://clstr.news/cluster/john-chetauya-joins-rcd-mallorca-on-loan-from-elche-cf
2026-08-31,b4a11f4b-3875-4622-a588-9d2144c149f9,c8c6d2d6-d0cd-4a4c-a593-43a7592f6959,2026-08-30T22:36:49.000Z,2,6,sports,PY,Drew,https://clstr.news/cluster/guaran-and-sportivo-ameliano-draw-1-1-in-torneo-clausura
2026-08-31,b6fa8bac-af82-444c-9f88-f1524e6501ba,4bf4ac7e-1ea3-4377-812a-6ff669861a57,2026-08-31T05:17:00.000Z,3,2,business,ES,Fast,https://clstr.news/cluster/changan-updates-deepal-s07-electric-suv
2026-08-31,b7111671-a6ae-4dc8-a22c-c6f99e04ebca,4f49e21f-5e9a-46bc-9be7-5525aa007b47,2026-08-30T19:36:25.000Z,4,11,sports,ES,Valencia,https://clstr.news/cluster/rc-deportivo-de-a-corua-defeats-valencia-3-1-in-laliga-return
2026-08-31,b8f57156-4d5f-4726-8588-9ab81fb8c083,c4dc5ee4-f41d-4444-b178-04bf795c421f,2026-08-31T03:57:25.000Z,5,6,business,ID;US,Gold,https://clstr.news/cluster/gold-prices-stabilize-amid-fed-rate-signals-and-domestic-market-consistency
2026-08-31,b9e57411-a9e8-4609-b8d0-3ab5c6507cb9,f1f0cd63-28e1-46c5-bcd5-81697d261aeb,2026-08-31T05:35:30.000Z,4,2,sports,DE,Lothar,https://clstr.news/cluster/lothar-matthus-praises-fc-bayern-over-jamal-musiala-handling
2026-08-31,c15d8930-aae6-4789-862e-f578e4d6fcdc,e3416a4a-a428-4635-af1a-64209f5dca16,2026-08-31T05:56:07.000Z,2,2,sports,ES;PL,Drew;Valencia,https://clstr.news/cluster/bright-ede-faces-scrutiny-after-error-in-la-liga-match
2026-08-31,c5ae73d1-ccfa-47c6-ab88-546892495f97,f8c251d0-58f0-483c-99b7-3c5dedc37b30,2026-08-31T00:00:29.000Z,5,3,business,VN,Wage,https://clstr.news/cluster/vietnam-launches-plan-to-boost-labor-productivity-and-attract-global-talent
2026-08-31,c7ef3d59-7645-4b6b-b1ea-d7e28737ae11,19c9580e-2ce3-4e1b-9b24-7f6179957599,2026-08-31T03:46:48.000Z,2,2,business,JP,Kobe,https://clstr.news/cluster/maruhachi-kamaboko-to-open-long-term-pop-up-at-daimaru-kobe
2026-08-31,cc496a12-81f3-4061-881b-7074406aa43c,e599e03d-1f25-45d5-806c-91fa9d7d6854,2026-08-31T01:46:02.000Z,5,2,crime,US,Houston,https://clstr.news/cluster/victor-salgado-araujo-released-from-detention-after-houston-ice-shooting
2026-08-31,cf4a5803-cfa9-4b54-9db9-2a13dc184661,858e1181-df9b-49e2-9ac7-68b2f8b5bb13,2026-08-31T04:32:59.000Z,2,2,culture,HR,Croatia,https://clstr.news/cluster/new-parish-priests-appointed-in-petrinja-and-karlovac
2026-08-31,d0bec2c7-eaec-40ad-8b5d-176a3f5687a1,d5ca8587-9bf3-4a52-8e46-4fac5ecba56f,2026-08-31T09:00:25.000Z,5,2,politics,HR,Croatia,https://clstr.news/cluster/croatia-to-introduce-life-imprisonment-starting-2027
2026-08-31,d1086820-8bd3-4718-ad1f-9c9f3896284e,33ebaa0a-97df-44ab-8573-c021774bfe50,2026-08-31T03:15:42.000Z,3,2,technology,DE;NA,Namibia,https://clstr.news/cluster/carbonsate-startup-buries-wood-in-namibia-to-sequester-carbon
2026-08-31,d20d094e-4dfe-4709-bf40-87ddb0dbd12d,f67653c0-c9b1-4405-8973-430d233796d9,2026-08-30T20:55:11.000Z,5,7,business,CA,Wage,https://clstr.news/cluster/general-motors-workers-ratify-new-contracts-securing-c1-billion-in-ontario-investments
2026-08-31,d2d37e17-f2d9-40d7-a6d0-adbd95143a93,67bab8cf-685c-4a70-bb6e-d8911442d2d2,2026-08-30T23:01:19.000Z,2,2,sports,US,Dominique,https://clstr.news/cluster/collegiate-womens-soccer-michigan-and-miami-university-secure-victories
2026-08-31,d454aea2-0bce-4a7a-b14e-e48e9ad1c34b,c08ac533-20f7-4d98-9a9b-1ef10b543429,2026-08-31T07:01:47.000Z,4,2,health,TR,Link,https://clstr.news/cluster/microplastics-health-impacts-require-cautious-scientific-study
2026-08-31,d7eae670-dc77-418d-957f-729309930824,a5f2d0b5-5a9f-4c11-a1b4-0e9e41c1c28e,2026-08-31T06:30:00.000Z,4,2,health,SK,Kamil,https://clstr.news/cluster/slovak-government-demands-heat-management-plan-for-hospitals
2026-08-31,dab0f1b9-c0d6-4531-9bdf-55d067538519,0ee32604-80b0-4591-b464-6d21abfc3e45,2026-08-30T23:00:20.000Z,2,3,culture,,Priscilla,https://clstr.news/cluster/the-adventures-of-priscilla-queen-of-the-desert-sequel-enters-production-planning
